mstime	trial_type	stim_file	subject	experiment	session	list	serialpos	item_name	item_num	recalled	repeats	is_repeat
0	SESS_START	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	n/a	n/a	n/a	0	n/a	0
68460	TRIAL_START	n/a	LTP552	ltpDelayRepFRReadOnly	2	n/a	n/a	n/a	n/a	0	n/a	0
162078	COUNTDOWN	n/a	LTP552	ltpDelayRepFRReadOnly	2	n/a	n/a	n/a	n/a	0	n/a	0
166194	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	0	DOLPHIN	207	1	1	0
167794	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	0	n/a	n/a	0	n/a	0
170496	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	1	RUM	25	1	2	0
172111	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	1	n/a	n/a	0	n/a	0
174611	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	2	THUNDERSTORM	293	1	2	0
176211	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	2	n/a	n/a	0	n/a	0
179061	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	3	BATHROOM	60	1	2	0
180661	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	3	n/a	n/a	0	n/a	0
183328	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	4	WOODS	201	1	2	0
184928	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	4	n/a	n/a	0	n/a	0
187494	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	5	FINCH	35	1	1	0
189094	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	5	n/a	n/a	0	n/a	0
191644	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	6	WHISK	186	1	1	0
193244	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	6	n/a	n/a	0	n/a	0
196244	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	7	LEATHER	105	0	2	0
197844	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	7	n/a	n/a	0	n/a	0
200728	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	8	COUCH	148	0	1	0
202327	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	8	n/a	n/a	0	n/a	0
204944	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	9	LION	304	1	2	0
206544	WORD_OFF	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	9	n/a	n/a	0	n/a	0
209127	WORD	n/a	LTP552	ltpDelayRepFRReadOnly	2	0	10	THUNDERSTORM	293	1	2	1
