mstime	trial_type	stim_file	subject	experiment	session	list	serialpos	item_name	item_num	recalled	repeats	is_repeat
0	SESS_START	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	n/a	n/a	0	n/a	0
99020	TRIAL_START	n/a	LTP545	ltpDelayRepFRReadOnly	2	n/a	n/a	n/a	n/a	0	n/a	0
185403	COUNTDOWN	n/a	LTP545	ltpDelayRepFRReadOnly	2	n/a	n/a	n/a	n/a	0	n/a	0
189536	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	0	VELVET	108	1	2	0
191137	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	0	n/a	n/a	0	n/a	0
193804	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	1	ERASER	222	1	2	0
195404	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	1	n/a	n/a	0	n/a	0
198087	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	2	CEILING	55	1	1	0
199687	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	2	n/a	n/a	0	n/a	0
202504	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	3	DRIZZLE	296	1	1	0
204103	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	3	n/a	n/a	0	n/a	0
206754	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	4	OAK	255	1	2	0
208354	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	4	n/a	n/a	0	n/a	0
211187	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	5	ANT	158	1	2	0
212787	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	5	n/a	n/a	0	n/a	0
215754	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	6	BULL	120	1	2	0
217354	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	6	n/a	n/a	0	n/a	0
219921	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	7	SEAGULL	34	1	2	0
221521	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	7	n/a	n/a	0	n/a	0
224521	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	8	PIANO	170	0	1	0
226121	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	8	n/a	n/a	0	n/a	0
229054	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	9	ERASER	222	1	2	1
230654	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	9	n/a	n/a	0	n/a	0
233188	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	10	VELVET	108	1	2	1
234788	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	10	n/a	n/a	0	n/a	0
237738	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	11	OAK	255	1	2	1
239337	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	11	n/a	n/a	0	n/a	0
242271	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	12	BULL	120	1	2	1
243871	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	12	n/a	n/a	0	n/a	0
246404	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	13	SHIRT	62	1	1	0
248004	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	13	n/a	n/a	0	n/a	0
250788	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	14	ANT	158	1	2	1
252388	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	14	n/a	n/a	0	n/a	0
255254	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	15	TULIP	124	1	1	0
256854	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	15	n/a	n/a	0	n/a	0
259654	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	16	COOKIE	79	1	1	0
261254	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	16	n/a	n/a	0	n/a	0
264021	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	17	SEAGULL	34	1	2	1
265621	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	17	n/a	n/a	0	n/a	0
283622	REC_START	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	n/a	n/a	0	n/a	0
285014	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	VELVET	108	0	2	1
286397	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	OAK	255	0	2	1
287968	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	DRIZZLE	296	0	1	1
289445	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	ANT	158	0	2	1
291253	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	BULL	120	0	2	1
292791	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	COOKIE	79	0	1	1
294637	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	SEAGULL	34	0	2	1
296823	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	ERASER	222	0	2	1
299003	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	CEILING	55	0	1	1
301481	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	SHIRT	62	0	1	1
307099	REC_WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	TULIP	124	0	1	1
314124	REC_END	n/a	LTP545	ltpDelayRepFRReadOnly	2	0	n/a	n/a	n/a	0	n/a	0
337437	TRIAL_START	n/a	LTP545	ltpDelayRepFRReadOnly	2	n/a	n/a	n/a	n/a	0	n/a	0
347472	COUNTDOWN	n/a	LTP545	ltpDelayRepFRReadOnly	2	n/a	n/a	n/a	n/a	0	n/a	0
351488	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	0	EYE	46	1	1	0
353088	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	0	n/a	n/a	0	n/a	0
355688	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	1	FOREST	202	1	2	0
357288	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	1	n/a	n/a	0	n/a	0
359955	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	2	GNAT	169	1	2	0
361555	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	2	n/a	n/a	0	n/a	0
364405	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	3	AXE	241	0	2	0
366005	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	3	n/a	n/a	0	n/a	0
368788	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	4	DRYER	8	1	2	0
370388	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	4	n/a	n/a	0	n/a	0
373338	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	5	CHERRY	142	1	2	0
374955	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	5	n/a	n/a	0	n/a	0
377938	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	6	OYSTER	213	1	2	0
379538	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	6	n/a	n/a	0	n/a	0
382155	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	7	FOREST	202	1	2	1
383755	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	7	n/a	n/a	0	n/a	0
386338	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	8	AXE	241	0	2	1
387938	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	8	n/a	n/a	0	n/a	0
390805	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	9	GNAT	169	1	2	1
392405	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	9	n/a	n/a	0	n/a	0
395138	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	10	STEREO	89	1	1	0
396738	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	10	n/a	n/a	0	n/a	0
399705	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	11	ORCHID	130	0	1	0
401305	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	11	n/a	n/a	0	n/a	0
403972	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	12	DRYER	8	1	2	1
405571	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	12	n/a	n/a	0	n/a	0
408388	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	13	OYSTER	213	1	2	1
409988	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	13	n/a	n/a	0	n/a	0
412738	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	14	CYPRESS	265	1	1	0
414338	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	14	n/a	n/a	0	n/a	0
417321	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	15	BASKETBALL	247	0	1	0
418922	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	15	n/a	n/a	0	n/a	0
421905	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	16	SHOES	72	1	1	0
423505	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	16	n/a	n/a	0	n/a	0
426372	WORD	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	17	CHERRY	142	1	2	1
427972	WORD_OFF	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	17	n/a	n/a	0	n/a	0
445888	REC_START	n/a	LTP545	ltpDelayRepFRReadOnly	2	1	n/a	n/a	n/a	0	n/a	0
