onset	duration	trial_type	sample	stim_file	subject	experiment	session	list	serialpos	item_name	item_num	recalled	repeats	is_repeat
60.80322265625	n/a	SESS_START	124525	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	n/a	n/a	n/a	0	n/a	0
286.01611328125	n/a	TRIAL_START	585761	n/a	LTP542	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
379.880859375	n/a	COUNTDOWN	777996	n/a	LTP542	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
383.94677734375	n/a	WORD	786323	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	0	BEER	22	1	2	0
385.5478515625	n/a	WORD_OFF	789602	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	0	n/a	n/a	0	n/a	0
388.1796875	n/a	WORD	794992	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	1	HEADPHONES	94	1	2	0
389.78076171875	n/a	WORD_OFF	798271	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	1	n/a	n/a	0	n/a	0
392.29736328125	n/a	WORD	803425	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	2	TRUCK	279	1	2	0
393.8974609375	n/a	WORD_OFF	806702	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	2	n/a	n/a	0	n/a	0
396.86328125	n/a	WORD	812776	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	3	LILAC	132	1	2	0
398.46337890625	n/a	WORD_OFF	816053	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	3	n/a	n/a	0	n/a	0
401.330078125	n/a	WORD	821924	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	4	MOUSSE	84	1	1	0
402.93017578125	n/a	WORD_OFF	825201	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	4	n/a	n/a	0	n/a	0
405.447265625	n/a	WORD	830356	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	5	JACKET	68	0	2	0
407.06298828125	n/a	WORD_OFF	833665	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	5	n/a	n/a	0	n/a	0
409.7626953125	n/a	WORD	839194	n/a	LTP542	ltpDelayRepFRReadOnly	0	0	6	IRON	13	0	1	0
