mstime	trial_type	stim_file	subject	experiment	session	list	serialpos	item_name	item_num	recalled	repeats	is_repeat
0	SESS_START	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	n/a	n/a	n/a	0	n/a	0
34382	TRIAL_START	n/a	LTP521	ltpDelayRepFRReadOnly	1	n/a	n/a	n/a	n/a	0	n/a	0
46533	COUNTDOWN	n/a	LTP521	ltpDelayRepFRReadOnly	1	n/a	n/a	n/a	n/a	0	n/a	0
50633	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	0	STEREO	89	1	2	0
52233	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	0	n/a	n/a	0	n/a	0
55133	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	1	ELM	257	1	1	0
56734	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	1	n/a	n/a	0	n/a	0
59367	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	2	ROOF	50	1	1	0
60967	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	2	n/a	n/a	0	n/a	0
63767	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	3	LADLE	190	0	2	0
65367	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	3	n/a	n/a	0	n/a	0
68317	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	4	POTATO	275	1	2	0
69917	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	4	n/a	n/a	0	n/a	0
72751	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	5	SOFA	150	1	2	0
74350	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	5	n/a	n/a	0	n/a	0
77301	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	6	CHEETAH	312	1	2	0
78900	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	6	n/a	n/a	0	n/a	0
81700	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	7	LEG	39	1	2	0
83300	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	7	n/a	n/a	0	n/a	0
86267	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	8	STEREO	89	1	2	1
87866	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	8	n/a	n/a	0	n/a	0
90717	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	9	LADLE	190	0	2	1
92334	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	9	n/a	n/a	0	n/a	0
95201	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	10	OCEAN	196	1	1	0
96801	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	10	n/a	n/a	0	n/a	0
99434	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	11	LEMON	144	0	1	0
101034	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	11	n/a	n/a	0	n/a	0
103634	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	12	POTATO	275	1	2	1
105234	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	12	n/a	n/a	0	n/a	0
107801	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	13	SOFA	150	1	2	1
109400	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	13	n/a	n/a	0	n/a	0
112117	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	14	CHEETAH	312	1	2	1
113717	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	14	n/a	n/a	0	n/a	0
116635	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	15	SHOES	72	0	1	0
118234	WORD_OFF	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	15	n/a	n/a	0	n/a	0
121184	WORD	n/a	LTP521	ltpDelayRepFRReadOnly	1	0	16	LEG	39	1	2	1
