mstime	trial_type	stim_file	subject	experiment	session	list	serialpos	item_name	item_num	recalled	repeats	is_repeat
0	SESS_START	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	n/a	n/a	n/a	0	n/a	0
90956	TRIAL_START	n/a	LTP511	ltpDelayRepFRReadOnly	4	n/a	n/a	n/a	n/a	0	n/a	0
99907	COUNTDOWN	n/a	LTP511	ltpDelayRepFRReadOnly	4	n/a	n/a	n/a	n/a	0	n/a	0
103822	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	0	NYLON	101	1	2	0
105424	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	0	n/a	n/a	0	n/a	0
108257	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	1	PLUM	143	1	2	0
109856	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	1	n/a	n/a	0	n/a	0
112757	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	2	NOSE	45	1	2	0
114357	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	2	n/a	n/a	0	n/a	0
116874	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	3	OCTOPUS	217	1	2	0
118473	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	3	n/a	n/a	0	n/a	0
121224	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	4	SHOVEL	236	1	2	0
122823	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	4	n/a	n/a	0	n/a	0
125591	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	5	ROOF	50	0	1	0
127190	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	5	n/a	n/a	0	n/a	0
129807	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	6	ZEBRA	308	0	1	0
131406	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	6	n/a	n/a	0	n/a	0
134257	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	7	GLUE	229	1	1	0
135873	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	7	n/a	n/a	0	n/a	0
138674	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	8	SPOON	182	0	1	0
140274	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	8	n/a	n/a	0	n/a	0
143057	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	9	BALL	243	1	2	0
144657	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	9	n/a	n/a	0	n/a	0
147523	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	10	BUS	281	1	1	0
149123	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	10	n/a	n/a	0	n/a	0
151957	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	11	MOTH	166	0	1	0
153557	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	11	n/a	n/a	0	n/a	0
156358	WORD	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	12	NYLON	101	1	2	1
157957	WORD_OFF	n/a	LTP511	ltpDelayRepFRReadOnly	4	0	12	n/a	n/a	0	n/a	0
